Similarity	English text	German sentenced	German sentence (translated)
partially	Blue-eyes are small fish, typically no more than 5 cm (2.0 in) in length.	Diese etwa fünf Zentimeter klein bleibenden Süß- oder Brackwasserfische kommen nur auf der Insel Neuguinea (Papua-Neuguinea, West Papua), auf den Aru-Inseln und in Australien vor.	These about five inches of small permanent freshwater or brackish water fish occur only on the island of New Guinea (Papua New Guinea, West Papua), the Aru Islands and Australia .
partially	Suwałki is located about 30 kilometres (19 miles) from the southwestern Lithuanian border.	Suwałki?/i [suˈvawki], (deutsch Suwalken, von 1941–1944 Sudauen, litauisch Suvalkai), ist eine Stadt mit etwa 69.000 Einwohnern in Nordostpolen, in der Woiwodschaft Podlachien, etwa 120 Kilometer nördlich von Białystok und unweit der Grenze zu Lita...	Suwałki?/i [suˈvawki], (german Suwalken, from 1941-1944 Sudovia, Lithuanian Suvalkai), is a town with approximately 69,000 inhabitants in north-eastern Poland, in Podlaskie Voivodeship, about 120 kilometers north of Białystok , close to the border wit...
partially	"It Girl" is a term for a beautiful, stylish young woman who possesses sex appeal without flaunting her sexuality.	Als It-Girl wird eine zumeist junge Frau bezeichnet, die durch stetige Medienpräsenz auffällt.	A mostly young woman called the It Girl , striking by constant media presence.
partially	Suwałki [suˈvau̯kʲi] ( listen) (Lithuanian: Suvalkai, Yiddish: סואוואַלק) is a town in northeastern Poland with 69,210 inhabitants (2011).	Suwałki?/i [suˈvawki], (deutsch Suwalken, von 1941–1944 Sudauen, litauisch Suvalkai), ist eine Stadt mit etwa 69.000 Einwohnern in Nordostpolen, in der Woiwodschaft Podlachien, etwa 120 Kilometer nördlich von Białystok und unweit der Grenze zu Lita...	Suwałki?/i [suˈvawki], (german Suwalken, from 1941-1944 Sudovia, Lithuanian Suvalkai), is a town with approximately 69,000 inhabitants in north-eastern Poland, in Podlaskie Voivodeship, about 120 kilometers north of Białystok , close to the border wit...
partially	The tomte/nisse was often imagined as a small, elderly man (size varies from a few inches to about half the height of an adult man), often with a full beard; dressed in the traditional farmer garb, consisting of a pull-over woollen tunic belted at the wa...	Der Nisse ist ein alter Mann mit einem weißen Bart, etwa so groß wie ein 10-jähriges Kind und trägt eine rote Mütze.	The results about the size of a 10th child is an old man with a white beard, and wears a red Cap.
partially	"Champagne Showers" is a song performed by American electro recording duo LMFAO, featuring vocals from English singer-songwriter Natalia Kills.	Das Stück wurde in Deutschland am 27. Mai 2011 veröffentlicht und entstand als Zusammenarbeit LMFAOs mit der Sängerin Natalia Kills.	The piece was released in Germany on May 27, 2011 and emerged as cooperation of LMFAOs with the singer Natalia Kills.
partially	In visual perception, the far point is the point at which an object must be placed along the optical axis for its image to be focused on the retina when the eye is not accommodating.	Als Fernpunkt bezeichnet man den Endpunkt der Gesichtslinie, auf den das Auge ohne Akkommodation eingestellt ist.	Gazzard is the terminus of the face lineto the eye without accommodation is set.
partially	Cortese was born in Ochsenhausen, West Germany, as the son of an Italian father and a German mother.	Alessandro „Sandro“ Cortese (* 6. Januar 1990 in Ochsenhausen) ist ein deutscher Motorradrennfahrer.	Alessandro "Sandro" Cortese (* January 6 , 1990 in Ochsenhausen) is a German motorcycle racer.
partially	Also, on 29 November the National Assembly of Montenegro voted for union with Serbia, and two days later an assembly of leaders of Austria–Hungary's southern Slav regions voted to join the new State of Slovenes, Croats and Serbs.	Aus Serbien, dem bis dahin unabhängigen Montenegro sowie den meisten südslawisch besiedelten Ländern Österreich-Ungarns entstand 1918 das Königreich der Serben, Kroaten und Slowenen, das sich ab 1929 Jugoslawien nannte.	The Kingdom of Serbs, Croats and Slovenes, called Yugoslavia in 1929 formed Serbia, the until then independent Montenegro and most South-Slav-populated countries of Austro-Hungarian Empire in 1918.
partially	Taking advantage of the resulting crisis, King Alexander I banned national political parties in 1929, assumed executive power, and renamed the country Yugoslavia.	Am Ende des Ersten Weltkrieges, 1918, ging das Königreich Serbien im Königreich der Serben, Kroaten und Slowenen auf, das 1929 in das Königreich Jugoslawien umbenannt wurde.	At the end of the first world war, in 1918, the Kingdom went to Serbia in the Kingdom of Serbs, Croats and Slovenes , which was renamed the Kingdom of Yugoslavia in 1929.
partially	The 2008 season started poorly for him, finishing outside the top 8 at the first five races.	Zu Beginn der Saison behinderte ihn eine Verletzung, aber Cortese steigerte sich von Rennen zu Rennen.	At the beginning of the season, an injury disabled him, but Cortese increased from race to race.
partially	Serbia achieved its current borders after World War II, when it became a federal unit within the Socialist Federal Republic of Yugoslavia.	Mit dem Sieg der Jugoslawischen Volksbefreiungsarmee unter Josip Broz Tito wurde die Monarchie abgeschafft und 1945 der Grundstein für die Sozialistische Föderative Republik Jugoslawien der Nachkriegszeit gelegt.	With the victory of the Yugoslav people's Liberation Army under Josip Broz Tito , abolished the monarchy and in 1945 laid the foundation stone for the Socialist Federal Republic of Yugoslavia of the post-war period.
partially	The shortest player ever to play in the NBA, the 5 ft 3 in (1.60 m) Bogues played point guard for four teams during his 14-season career in the National Basketball Association.	Er spielte im Laufe seiner Karriere für vier Mannschaften und hatte bei den Charlotte Hornets am meisten Erfolg.	He played in his career for four teams and had the most success with the Charlotte Hornets .
partially	The Serbian realms disappeared by the mid-16th century, torn by domestic feuds, and Ottoman conquest.	Nach der Eroberung Serbiens durch die Osmanen 1459 verschwand Serbien als eigenständiges Land von der Landkarte.	After the conquest of Serbia by the Ottoman Empire in 1459, Serbia as a separate country from the map disappeared.
partially	The White Serbs, a Slavic people, specifically of the South Slavic subgroup, have their origins in the 5th to 7th century communities developed in Southeastern Europe (see Great Migration).	Dabei wird vor allem der Zeitraum vom Eintreffen der ersten slawischen Stämme in Südosteuropa im 6. Jahrhundert dargestellt.	This, especially the period is represented by the arrival of the first Slavic tribes in South Eastern Europe in the 6th century.
partially	On December 26, 1860, six days after South Carolina declared its secession, U.S. Army Major Robert Anderson abandoned the indefensible Fort Moultrie, spiking its large guns, burning its gun carriages, and taking its smaller cannon with him to be trained ...	Sechs Tage später zog Unionsmajor Robert Anderson auf eigene Initiative die Unionstruppen im Bereich von Charleston zusammen, und weil Fort Moultrie nicht gegen einen Angriff von der Landseite zu verteidigen war, verlegte er sie heimlich in das noch nic...	Six days later Union major Robert Anderson moved the Union forces in the area of Charleston on its own initiative, and because to defend Fort Moultrie not against an attack from the landward side, he moved it secretly in the still-unfinished Fort Sumter.
partially	The 28 June 1914 assassination of Austrian Crown Prince Franz Ferdinand in the Bosnian capital Sarajevo, by Gavrilo Princip, a member of Young Bosnia and one of seven assassins, served as a pretext for the Austrian declaration of war on Serbia on 28 July...	Trotz deutscher und britischer Vermittlungsversuche (Vorschlag einer Botschafterkonferenz und direkte Verhandlungen zwischen Russland und Österreich-Ungarn), erklärte Österreich-Ungarn Serbien am 28. Juli den Krieg.	Despite German and British mediation efforts (proposal of a Conference of ambassadors and direct negotiations between Russia and Austria-Hungary), Austria-Hungary, Serbia declared war on July 28.
partially	In 1922 a group of radio manufacturers formed the British Broadcasting Company (BBC), which was the sole organisation granted a broadcasting licence by the GPO.	Diese erste BBC wurde 1927 aufgelöst, als durch eine Royal Charter die ebenfalls GPO-lizenzierte British Broadcasting Corporation gegründet wurde.	This first BBC was dissolved in 1927, when the also GPO licensed British Broadcasting Corporation was founded by a Royal Charter.
partially	The station today sees regular service by Rhein-Ruhr S-Bahn trains on the S6 line.	Seit 1968 bedient die S-Bahn Rhein-Ruhr mit der Linie S 6 den Haltepunkt.	Since 1968, the Rhine Ruhr S-Bahn line S 6 uses the breakpoint.
partially	In 1968, the railway line Düsseldorf-Kettwig-Essen was fully electrified, and on May 22, 1968 the first line of the Rhein-Ruhr S-Bahn started calling at Kettwig.	Seit 1968 bedient die S-Bahn Rhein-Ruhr mit der Linie S 6 den Haltepunkt.	Since 1968, the Rhine Ruhr S-Bahn line S 6 uses the breakpoint.
partially	For 2008 he rode a works Aprilia RSA 125.	Für die Motorrad-Weltmeisterschaft 2008 bekam Sandro Cortese eine offizielle Werks-Aprilia, das gleiche Motorrad wie es Weltmeister Gábor Talmácsi zur Verfügung stand.	Sandro Cortese got an official factory Aprilia, the same bike as it was world champion Gábor Talmácsi at the disposal for the 2008 World Championship in motorcycle racing .
partially	Serbia became an occupied land.	Bis zum Dezember 1915 besetzten österreichisch-ungarische, deutsche und bulgarische Truppen ganz Serbien.	Until December 1915, Austro-Hungarian, German and Bulgarian troops occupied throughout Serbia.
partially	The team folded in January 2007.	Vom 3. August 2005 bis zur Auflösung der Mannschaft in 2007 war er Cheftrainer der Charlotte Sting in der Women’s National Basketball Association.	From August 3, 2005, until the dissolution of the team in 2007, he was head coach of the Charlotte Sting in the Women's National Basketball Association.
partially	Serbia remained a principality or kneževina (knjaževina), until 1882 when it became a Kingdom, during which the internal politics revolved largely around dynastic rivalry between the Obrenović and Karađorđević families.	1882 wurde das Fürstentum Serbien zum Königreich Serbien erhoben, das zunächst im Wesentlichen nur das heutige Zentralserbien umfasste.	in 1882, the Principality was raised Serbia to the Kingdom of Serbia comprising essentially only the present-day central Serbia .
partially	They marched into Ottoman territory in 1371 to attack the Turks, but they were too self-confident.	1371 besiegten die Osmanen die Serben in der Schlacht an der Marica (einem Fluss im heutigen Bulgarien).	in 1371, the Ottomans defeated the Serbs at the battle of Marica (a river in the present-day Bulgaria).
partially	In 1919, Stone built the Combined Insurance Company of America (a company providing accident and health insurance coverage) and by 1930 he had over a thousand agents selling insurance for him across the United States.	1930 beschäftigte seine Firma über 1.000 Außendienstmitarbeiter.	his company about 1,000 sales representatives employed in 1930.
partially	In 1919, Stone built the Combined Insurance Company of America (a company providing accident and health insurance coverage) and by 1930 he had over a thousand agents selling insurance for him across the United States.	Stone brachte es durch den Verkauf von Unfallversicherungen zu Ansehen in der Branche.	Stone was standing in the industry through the sale of accident insurance.
partially	The book Success Through a Positive Mental Attitude includes the following testimonial from the Rev. Robert H. Schuller on the inside front cover page: "Success Through A Positive Mental Attitude is one of the ten books that has most impacted my faith an...	1960 tat sich W. C. Stone mit Napoleon Hill zusammen, um das Buch „Erfolg durch positives Denken“ zu verfassen.	1960 W. C. Stone with Napoleon Hill teamed up to write the book "Success through positive thinking".
partially	Milosevic supporters gained control of three other constituent parts of Yugolslavia in what became known as the Anti-bureaucratic revolution, Vojvodina on 6 Oct 1988, Kosovo on 17 Nov 1988, and Montenegro on 11 Jan 1989.	Auf Betreiben des serbischen Präsidenten Slobodan Milošević beschloss das serbische Parlament im Rahmen der Antibürokratischen Revolution 1989, den Status des Kosovo als autonome Provinz aufzuheben.	At the instigation of the Serbian President Slobodan Milošević decided the Serbian Parliament in the framework of the Antibürokratischen revolution 1989, to revoke the status of Kosovo as an autonomous province.
partially	Serbia remained a principality or kneževina (knjaževina), until 1882 when it became a Kingdom, during which the internal politics revolved largely around dynastic rivalry between the Obrenović and Karađorđević families.	Nach dem Berliner Kongress wurde am 6. März 1882 das Königreich Serbien, mit König Milan I. proklamiert.	After the Congress of Berlin, the Kingdom of Serbia, with King was proclaimed on 6 March 1882 Milan I .
partially	Having contested every race since his Grand Prix début in 2005, Cortese won his first world title in the Moto3 class, in 2012.	In der Saison 2012 startet er auf einer KTM im Team Red Bull Ajo Motorsport in der Moto3-Klasse der Motorrad-Weltmeisterschaft und wurde vorzeitig Weltmeister.	In the 2012 season , he starts on a KTM in the team Red Bull ajo Motorsport in the Moto3 class of the motorcycle World Championship and was world champion in advance.
partially	Serbia gained its autonomy from the Ottoman Empire in two uprisings in 1804 (led by Đorđe Petrović – Karađorđe) and 1815 (led by Miloš Obrenović), although Turkish troops continued to garrison the capital, Belgrade, until 1867.	Im Gefolge des Ersten und Zweiten Serbischen Aufstands Anfang des 19. Jahrhunderts entstand 1815 das Fürstentum Serbien, das aber noch dem Osmanischen Reich tributpflichtig war.	In the wake of the first and second Serbian uprising at the beginning of the 19th century, the Principality of Serbia, which was still the Ottoman tributary was formed in 1815.
partially	The Socialist Federal Republic of Yugoslavia broke up in 1991/1992 in a series of wars following the independence declarations of Slovenia and Croatia on 25 Jun 1991, and Bosnia and Herzegovina on 5 Mar 1992.	Zehn Jahre nach dem Tod Titos brach Jugoslawien ab den 1990er in den Jugoslawienkriegen wieder auseinander.	Ten years after the death of Tito's Yugoslavia broke apart again from the 1990s Yugoslavia wars .
partially	He died in December 1355 at the age 47.	Das Serbische Großreich zerfiel nach dem Tod des Kaisers Stefan Uroš IV. Dušan, 1355, in mehrere unabhängige Fürstentümer, die sich in der Folge teilweise gegenseitig befehdeten.	The Serbian empire collapsed after the death of the Emperor Stefan Uroš IV. Dušan, 1355, in several independent principalities, the in which partially each other befehdeten.
partially	The Socialist Federal Republic of Yugoslavia broke up in 1991/1992 in a series of wars following the independence declarations of Slovenia and Croatia on 25 Jun 1991, and Bosnia and Herzegovina on 5 Mar 1992.	Während die Kriegshandlungen in Slowenien schon nach kurzer Zeit eingestellt wurden und Slowenien unabhängig wurde, entbrannte in Kroatien ein Bürgerkrieg.	While the hostilities in Slovenia were discontinued after a short time and Slovenia became independent, a civil war broke out in Croatia.
partially	He stayed in this appointment until 1971; thereafter he took on several positions, including advisor to the U.S. Mission to NATO in Brussels, and, following Kissinger's appointment as Secretary of State, a number of additional posts in the State Departme...	Als Kissinger zum Außenminister berufen wurde, folgte ihm Eagleburger auf eine Reihe weiterer Posten im State Departement.	Kissinger was appointed Minister of Foreign Affairs, Eagleburger succeeded on a number of other items in the State Department of.
partially	Belgrade was captured by German forces on 13 April 1941, and four days later on 17 April 1941 the Royal Yugosavian Army surrendered unconditionally.	Im Zweiten Weltkrieg war Serbien nach dem deutschen Balkanfeldzug von 1941 bis 1944 ein Satellitenstaat unter der Kontrolle des Deutschen Reiches.	In the Second World War , Serbia was a satellite state under the control of the German Empireafter the German Balkans campaign from 1941 to 1944.
partially	The new FRY President Vojislav Koštunica was soon joined at the top of the domestic Serbian political scene by the Democratic Party's (DS) Zoran Đinđić, who was elected Prime Minister of Serbia at the head of the DOS ticket in December's republican e...	Bei den Parlamentswahlen im Dezember 2000 errang die DOS eine Zweidrittelmehrheit im Parlament.	In the parliamentary election in December 2000, the DOS won a two-thirds majority in the Parliament.
partially	The fort is best known as the site upon which the shots that started the American Civil War were fired, at the Battle of Fort Sumter on April 12, 1861.	Das Eintreffen dieser Versorgungsschiffe war der Anlass für die konföderierte Truppen unter General Pierre Gustave Toutant Beauregard, am 12. April 1861 um 4:30 Uhr von der passiven Belagerung zu Kampfhandlungen überzugehen.	The arrival of these supply ships was the occasion for the Confederate troops under general Pierre Gustave Toutant Beauregard, on April 12, 1861, from the passive siege combat operations at 4:30 to go.
partially	After realizing that Anderson's command would run out of food by April 15, 1861, President Lincoln ordered a fleet of ships, under the command of Gustavus V. Fox, to attempt entry into Charleston Harbor and supply Fort Sumter.	Die Lebensmittelvorräte der belagerten Unionstruppen reichten bis zum 15. April, Brennstoffe gingen schon vorher aus.	The food supplies of the besieged Union forces ranged on April 15 fuels were already.
partially	In March, 1945 the Ruhr bridges at Kettwig were destroyed by the German army.	Am 10. April 1945 wurden alle drei Brücken durch die deutsche Wehrmacht gesprengt, um von Norden heranrückende amerikanische Truppen aufzuhalten.	On 10 April 1945 all three bridges were blown up by the German Wehrmacht , to stop American troops advancing up from the North.
partially	After the devastating bombardment, both Major General Quincy A. Gillmore and Rear Admiral John A. Dahlgren, now commanding the South Atlantic Blockading Squadron, determined to launch a boat assault on Fort Sumter for the night of September 8–9, 1863.	Eine Landungsoperation der Unionstruppen gegen Fort Sumter am 9. September wurde von General Beauregard abgewehrt.	A landing operation of Union troops against Fort Sumter on September 9 was averted by General Beauregard.
partially	A new massive concrete blockhouse-style installation was built in 1898 inside the original walls.	Im selben Jahr wurde mit dem Bau einer massiven Betonkonstruktion namens Battery Huger als Fundament für schwere Geschütze in den historischen Ruinen des Forts begonnen, die zwar in beiden Weltkriegen stets mit Truppen und Artillerie bemannt waren, jed...	In the same year Battery Huger was started with the construction of a massive concrete structure named as Foundation for heavy guns in the historic ruins of the Fort, while in two world wars always with troops and artillery were manned, but never were th...
different	The purpose of the Commission was to resolve unpaid Nazi-era insurance claims for survivors of the Holocaust.	1998 wurde er zum Präsidenten der Internationalen Kommission für Versicherungsansprüche aus der Holocaust-Zeit (ICHEIC) berufen.	in 1998, he was appointed the President of the International Commission for Holocaust era insurance claims (claims).
different	He finished the championship in 14th place with 66 points.	In der Endabrechnung der Meisterschaft konnte er die Plätze vier (2003) und zehn (2004) belegen.	In the final of the Championship he was four places (2003) and ten (2004).
different	These distribution services were considered in law as forms of electronic post offices.	Damit wurde das Monopol des General Post Office auf alle Arten der elektronischen Kommunikation ausgeweitet.	Thus, the monopoly of the General Post Office has been extended to all forms of electronic communications.
different	The General Post Office then licenced all existing telephone networks.	Der letzte in entscheidende Schritt war 1912 die Übernahme der National Telephone Company, nach der nur noch wenige kleine Anbieter unabhängig vom General Post Office existierten.	The last crucial step was the acquisition of the national telephone company, after only a few small vendors existed independently of the General Post Office in 1912.
different	Serbia became an occupied land.	Serbien wurde zum Vasallenstaat der Osmanen.	Serbia became a vassal state of the Ottoman Empire.
different	In 1540 the Ottoman Empire annexed Serbia.	Dies war aber nur ein Vorwand, um Serbien als Provinz zu annektieren.	This was only a pretext to annex Serbia as a province.
different	Cortese eventually ended the season fourth in the championship.	(Stand: Saisonende 2014)	(Status: end of the 2014 season)
different	He went on to play four years at Wake Forest University, averaging 11.3 points, 8.4 assists and 3.1 steals per game in his junior year.	In seinem zweiten College-Jahr an der Wake Forest University hörte er auf zu wachsen.	In his second year of College at Wake Forest University, he ceased to grow.
different	The General Post Office then licenced all existing telephone networks.	Das General Post Office errichtete ein Netzwerk von Postämtern, auf denen Absender Sendungen aufgeben konnten.	The General Post Office built a network of post offices where senders could give up broadcasts.
different	The Kingdom of Serbia was proclaimed in 1217.	Nach dem Berliner Kongress wurde am 6. März 1882 das Königreich Serbien, mit König Milan I. proklamiert.	After the Congress of Berlin, the Kingdom of Serbia, with King was proclaimed on 6 March 1882 Milan I .
different	The Confederates, in the meantime, were strengthening Fort Sumter.	Dort entstand Fort Sumter.	Fort Sumter was built there.
different	There are about 20 cross bands from the neck to the tip of the tail, which run slightly backwards laterally.	Der Schneckenskink erreicht eine Länge von 40 cm, wobei der Schwanz etwa die Hälfte der Gesamtlänge ausmacht.	The worm skink reaches a length of 40 cm, which makes the tail about half of the total length.
different	After an initial honeymoon period in the wake of 5 October, DSS and the rest of DOS, led by Đinđić and his DS, found themselves increasingly at odds over the nature and pace of the governments' reform programs.	Milošević hatte sich zunächst zum Wahlsieger erklärt, musste aber nach mehrtägigen Streiks, Demonstrationen der Demokratischen Opposition Serbiens (DOS) und der Besetzung des Parlaments am 5. Oktober schließlich seine Niederlage eingestehen.	Milošević had initially declared the election winner, had to concede but after several days of strikes, demonstrations of the democratic opposition of Serbia (DOS) and the occupation of the Parliament on October 5 its defeat.
different	Similar General Post Offices were established across the British Empire.	Das britische General Post Office (GPO) wurde im Jahr 1660 offiziell von Charles II. gegründet.	The British General Post Office (GPO) was officially founded 1660 in the year of Charles II. .
different	He went on to play four years at Wake Forest University, averaging 11.3 points, 8.4 assists and 3.1 steals per game in his junior year.	In der Saison 1989/90 wurde er mit einem Schnitt von 9,4 Punkten, 10,7 Assists und 2 Steals pro Spiel zum Hornets-Spieler des Jahres gewählt.	In the 1989-90 season, he was elected the Hornets player of the year with a cut by 9.4 points, 10.7 assists, and 2 steals per game.
different	Socialist Yugoslavia was established as a federal state comprising six republics, from north to south: Slovenia, Croatia, Bosnia and Herzegovina, Serbia, Montenegro and Macedonia and two autonomous regions within Serbia – Vojvodina and Kosovo.	Die südserbische Region Makedonien wurde von Serbien getrennt und bekam den Status einer eigenständigen Teilrepublik der Sozialistischen Föderativen Republik Jugoslawien.	The southern Serbian region of Macedonia was split from Serbia and got the status of an Autonomous Republic of the Socialist Federal Republic of Yugoslavia.
different	In 1885, Serbia was against the unification of Bulgaria and Eastern Rumelia and attacked Bulgaria.	Zuerst wurde aber Bulgarien als Verbündeter für den neuen Angriff auf Serbien gewonnen.	First, Bulgaria won but as an ally for the new attack on Serbia.
different	Bogues was one of the most popular players in Hornets history, despite the fact that he never averaged more than 11.2 points per game in a season.	In der Saison 1989/90 wurde er mit einem Schnitt von 9,4 Punkten, 10,7 Assists und 2 Steals pro Spiel zum Hornets-Spieler des Jahres gewählt.	In the 1989-90 season, he was elected the Hornets player of the year with a cut by 9.4 points, 10.7 assists, and 2 steals per game.
different	Services to Mülheim and Velbert were carried out from Kettwig Stausee railway station instead, and only a single bridge connecting the line to Düsseldorf was ever constructed after World War II.	Züge aus Richtung Düsseldorf endeten an einem Behelfsbahnhof Pusch (heute Haltepunkt Kettwig Stausee).	Trains from the direction of Düsseldorf ended up at a makeshift station Pusch (today breakpoint Kettwig reservoir).
different	In 1968, the railway line Düsseldorf-Kettwig-Essen was fully electrified, and on May 22, 1968 the first line of the Rhein-Ruhr S-Bahn started calling at Kettwig.	Seit 1968 bedient die S-Bahn Rhein-Ruhr mit der Linie S 6 den Haltepunkt.	Since 1968, the Rhine Ruhr S-Bahn line S 6 uses the breakpoint.
different	The assassination in March 2003 of the reforming Prime Minister, Zoran Đinđić was a major setback.	Im Januar 2001 wurde Zoran Đinđić zum neuen Ministerpräsidenten gewählt.	In January 2001, was Zoran Đinđić elected as the new Prime Minister.
different	The new prime minister was Mirko Cvetković, candidate of the Democratic Party.	Im Januar 2001 wurde Zoran Đinđić zum neuen Ministerpräsidenten gewählt.	In January 2001, was Zoran Đinđić elected as the new Prime Minister.
different	All post was transferred from the post office of origination to distribution points called sorting stations, and from there the post was then sent on for delivery to the receiver of the post.	Ursprünglich war das General Post Office ein Monopol für den Versand von Dingen von einem Versender zu einem Empfänger.	The General Post Office was originally a monopoly for the shipping of things from a consignor to a receiver.
different	He was born in Chicago, Illinois on May 4, 1902.	Er feierte seinen 100. Geburtstag im Mai 2002 mit einer Spende von 100.000 $ an die Universität von Illinois bei Chicago.	He celebrated his 100th birthday in May 2002 with a donation of $100,000 at the University of Illinois at Chicago.
different	Direct result of this was the establishment of the Serbian Orthodox Church in 1219.	Auf die Unterstützung der Kirche konnte er rechnen, da ihre Vertreter in ihm den großen Hoffnungsträger für eine Wiedervereinigung der serbisch-orthodoxen Gebiete sahen.	He could count on the support of the church because their representatives in him saw the great hopes of a reunion of the Serbian Orthodox areas.
different	Slavs formed Sklavinia beginning in the 6th century, out of which the First Serbian Principality of the Vlastimirovići emerged.	Im Gefolge des Ersten und Zweiten Serbischen Aufstands Anfang des 19. Jahrhunderts entstand 1815 das Fürstentum Serbien, das aber noch dem Osmanischen Reich tributpflichtig war.	In the wake of the first and second Serbian uprising at the beginning of the 19th century, the Principality of Serbia, which was still the Ottoman tributary was formed in 1815.
different	The constitution is Serbia's first as an independent state since the Kingdom of Serbia's 1903 constitution.	Erst mit den Ergebnissen des Berliner Kongresses, 1878, wurde Serbien ein unabhängiger Staat.	Only with the results of the Berlin Congress, 1878, Serbia was State an independent .
different	The S-Bahn line was renamed to S6 in 1974.	Seit 1968 bedient die S-Bahn Rhein-Ruhr mit der Linie S 6 den Haltepunkt.	Since 1968, the Rhine Ruhr S-Bahn line S 6 uses the breakpoint.
different	In 1817 Principality of Serbia was granted de facto independence from the Ottoman Empire.	Nach der Eroberung Serbiens durch die Osmanen 1459 verschwand Serbien als eigenständiges Land von der Landkarte.	After the conquest of Serbia by the Ottoman Empire in 1459, Serbia as a separate country from the map disappeared.
different	Fifty two Confederate soldiers were killed there during the remainder of the war.	Während der gesamten Auseinandersetzung wurden auf keiner Seite Menschen getötet.	During the entire conflict were killed on either side.
different	Under the Post Office Act 1969, the assets of the Post Office were transferred from a government department with a Royal Charter to a statutory corporation.	Die Geschäfte der Post Office Corporation wurden später in die Royal Mail Group plc überführt, die 2001 gegründet wurde.	The business of the post office Corporation were transferred later in the Royal Mail Group plc , which was founded in 2001.
different	By 1863, 2,500 post offices were offering a savings service.	Diese Verteilerdienste wurden rechtlich als Arten elektronischer Postämter gewertet.	These distribution services were considered legally as types of electronic post offices.
different	The British Telecommunications Act 1981 split off the telecommunications business to form the British Telecommunications corporation, leaving the Post Office corporation with the Royal Mail, parcels, Post Office Counters and National Giro businesses.	Die Geschäfte der Post Office Corporation wurden später in die Royal Mail Group plc überführt, die 2001 gegründet wurde.	The business of the post office Corporation were transferred later in the Royal Mail Group plc , which was founded in 2001.
different	The governed territory was called Serbia or the Territory of the Military Commander in Serbia, and, besides German military administrators, it was also governed by the Serbian puppet governments first under Milan Aćimović and then under Serbian army ge...	Am 1. September 1941 proklamierte General Milan Nedić den Staat Serbien.	On September 1, 1941 proclaimed general Milan Nedić the State of Serbia.
different	In 1817 Principality of Serbia was granted de facto independence from the Ottoman Empire.	Darüber hinaus lagen Serbien, Rumänien und das Osmanische Reich.	In addition, Serbia, Romania and the Ottoman Empire were.
different	Before 5 October, even as opposition grew, Milošević continued to dominate the organs of the Federal Republic of Yugoslavia (FRY) Government.	Milošević hatte sich zunächst zum Wahlsieger erklärt, musste aber nach mehrtägigen Streiks, Demonstrationen der Demokratischen Opposition Serbiens (DOS) und der Besetzung des Parlaments am 5. Oktober schließlich seine Niederlage eingestehen.	Milošević had initially declared the election winner, had to concede but after several days of strikes, demonstrations of the democratic opposition of Serbia (DOS) and the occupation of the Parliament on October 5 its defeat.
different	The private telegraph companies that already existed were bought out.	Mitte des 19. Jahrhunderts wurden viele private Telegrafenfirmen in Großbritannien gegründet.	Mid-19th century were founded several private telegraph companies in the UK.
different	The Balkan wars 1912–13, terminated the Turkish domination in the Balkans.	Die geplante Verbindung der osmanischen und bosnischen Bahnen wurde jedoch aufgrund der Balkankriege nie vollendet und der Sandschak wurde 1912 zwischen Serbien und Montenegro aufgeteilt.	The planned connection of the Ottoman and Bosnian railways was never completed due to the Balkan wars and the Sanjak was divided between Serbia and Montenegro in 1912.
different	For the 2011 season, Cortese moved to Dirk Heidolf's Racing Team Germany outfit, as a single-bike entry.	Am Ende der Saison 2011 erreichte Cortese mit 225 Punkten den vierten Gesamtrang in der 125-cm³-Weltmeisterschaft.	At the end of the 2011 season Cortese reached with 225 points ranked fourth overall in the 125-cm ³ - World Championship.
different	He went on to play four years at Wake Forest University, averaging 11.3 points, 8.4 assists and 3.1 steals per game in his junior year.	Ein Jahr später konnte er seinen Schnitt auf 15 Punkte, 9 Assist und 2 Steals pro Spiel verbessern.	A year later he was able to improve his average to 15 points, 9 assist and 2 steals per game.
different	The reformers, led by former Yugoslav President Vojislav Koštunica, have been unable to gain control of the Serbian presidency because three successive presidential elections have failed to produce the required 50% turnout.	Bei den Präsidentschaftswahlen am 24. September 2000 wurde Vojislav Koštunica zum Jugoslawischen Präsidenten gewählt.	In the presidential election on September 24, 2000, Vojislav Koštunica was elected to the Yugoslav President.
different	The constitution is Serbia's first as an independent state since the Kingdom of Serbia's 1903 constitution.	Seit dem Austritt Montenegros 2006 aus der Staatenunion Serbien und Montenegro ist Serbien erstmals seit 1918 wieder ein eigenständiger Staat.	Since the exit of Montenegro 2006 from the State Union of Serbia and Montenegro Serbia is an independent State for the first time since 1918 again.
different	One of the Dahlgren guns was promptly placed in Fort Sumter.	Dort entstand Fort Sumter.	Fort Sumter was built there.
different	Stefan Dušan proclaimed the Serbian Empire in 1346.	Unter Stefan Uroš IV. Dušan (1331–1355), dem mächtigsten aller serbischen Herrscher, erreichte das Serbische Reich den Höhepunkt seines politischen Einflusses und seiner Ausdehnung.	See Stefan Uroš IV. Dušan (1331-1355), the most powerful of all Serbian rulers, the Serbian Empire reached the peak of its political influence and its extent.
different	This applied to telegraph and telephone switching stations.	Dieselben Grundsätze wurden bei der Telefonie, den drahtlosen Telegrafendiensten und im Mobilfunk angewandt.	The same principles were applied for telephone services, the wireless telegraph service and mobile phone .
